IDX62	Category1	145	39	2	468
IDX63	Category0	113	15	5	239
IDX64	Category0	74	20	6	690
IDX65	Category3	134	33	2	251
IDX66	Category3	89	25	6	146
IDX67	Category2	112	21	8	413
IDX68	Category0	35	16	2	216
IDX69	Category1	136	23	6	433
IDX70	Category2	0	33	7	427
IDX71	Category4	36	16	3	786
IDX72	Category4	150	10	2	873
IDX73	Category2	29	17	8	275
IDX74	Category5	87	21	2	765
IDX75	Category0	159	38	8	103
IDX76	Category3	185	39	9	195
IDX77	Category4	75	20	3	373
IDX78	Category3	146	21	1	497
IDX79	Category1	41	17	4	102
IDX80	Category4	130	30	9	421
IDX81	Category5	156	39	8	891
IDX82	Category1	43	13	6	565
IDX83	Category4	53	17	5	240
IDX84	Category0	53	32	1	489
IDX85	Category0	99	32	8	720
IDX86	Category5	31	28	1	568
IDX87	Category1	31	28	5	156
IDX88	Category0	197	30	3	489
IDX89	Category4	61	26	5	650
IDX90	Category0	160	14	1	799
IDX91	Category2	84	26	5	544
IDX92	Category4	89	39	7	516
IDX93	Category5	11	39	3	205
IDX94	Category1	170	39	4	688
IDX95	Category1	162	26	2	204
IDX96	Category0	64	10	6	170
IDX97	Category1	165	23	3	417
IDX98	Category4	182	22	2	475
IDX99	Category3	127	30	1	720
IDX100	Category4	58	11	3	797
IDX101	Category0	29	25	3	139
IDX102	Category5	200	32	6	759
IDX103	Category4	129	35	6	693
IDX104	Category2	132	36	8	235
IDX105	Category1	23	33	2	109
IDX106	Category4	66	38	9	661
IDX107	Category4	119	12	4	569
IDX108	Category5	77	31	7	563
IDX109	Category0	100	38	7	944
IDX110	Category0	68	23	6	292
IDX111	Category3	160	28	2	721
IDX112	Category4	179	19	1	225
IDX113	Category4	177	12	2	498
IDX114	Category5	83	22	9	570
IDX115	Category5	12	21	9	584
IDX116	Category0	109	14	5	582
IDX117	Category3	104	30	9	321
IDX118	Category3	39	34	9	377
IDX119	Category5	157	28	1	329
IDX120	Category1	103	17	8	669
IDX121	Category4	48	15	7	294
IDX122	Category4	99	34	5	736
IDX123	Category5	109	40	8	893
IDX124	Category5	3	13	9	404
IDX125	Category5	62	38	5	643
IDX126	Category1	74	18	9	639
IDX127	Category1	133	30	2	796
IDX128	Category1	84	24	6	410
IDX129	Category3	6	20	6	644
IDX130	Category0	161	11	9	474
IDX131	Category4	22	24	7	785
IDX132	Category1	127	15	6	596
IDX133	Category2	105	39	4	278
IDX134	Category0	149	27	3	784
IDX135	Category4	124	31	2	124
IDX136	Category0	15	18	9	176
IDX137	Category4	61	11	6	371
IDX138	Category2	89	17	8	443
IDX139	Category2	31	15	5	419
IDX140	Category2	28	32	8	362
IDX141	Category0	110	27	1	760
IDX142	Category0	45	25	3	975
IDX143	Category1	14	29	7	889
IDX144	Category0	44	40	9	682
IDX145	Category1	107	34	9	628
IDX146	Category4	43	16	7	355
IDX147	Category2	190	29	3	308
IDX148	Category3	138	23	6	248
IDX149	Category2	51	15	9	568
IDX150	Category0	25	22	7	848
IDX151	Category4	17	18	3	394
IDX152	Category2	158	39	3	491
IDX153	Category0	65	30	1	168
IDX154	Category5	180	27	1	363
IDX155	Category4	108	35	3	507
IDX156	Category0	166	33	4	401
IDX157	Category1	21	31	6	516
IDX158	Category3	19	15	2	292
IDX159	Category3	79	18	1	218
IDX160	Category0	72	35	7	786
IDX161	Category3	140	16	8	272
IDX162	Category0	103	37	8	720
IDX163	Category1	105	28	8	122
IDX164	Category2	196	29	5	662
IDX165	Category1	88	21	7	202
IDX166	Category5	199	33	4	894
IDX167	Category5	31	20	7	121
IDX168	Category4	79	24	4	210
IDX169	Category4	184	39	2	372
IDX170	Category0	130	21	6	783
IDX171	Category5	187	28	2	320
IDX172	Category4	50	17	2	601
IDX173	Category4	40	11	7	874
IDX174	Category2	197	26	2	951
IDX175	Category4	104	22	2	952
IDX176	Category4	134	34	1	111
IDX177	Category4	16	40	1	803
IDX178	Category3	194	38	9	791
IDX179	Category2	171	37	5	904
IDX180	Category5	54	40	6	686
IDX181	Category3	127	11	3	664
IDX182	Category0	165	27	1	876
IDX183	Category1	142	21	1	311
IDX184	Category2	134	26	9	199
IDX185	Category5	37	15	4	463
IDX186	Category1	78	40	2	152
IDX187	Category5	168	37	1	322
IDX188	Category5	65	16	2	459
IDX189	Category1	101	15	4	943
IDX190	Category0	39	23	1	161
IDX191	Category5	27	39	1	519
IDX192	Category0	98	13	6	466
IDX193	Category0	64	28	3	549
IDX194	Category1	77	39	6	563
IDX195	Category3	140	27	4	707
IDX196	Category2	143	18	2	401
IDX197	Category4	27	27	4	202
IDX198	Category0	194	19	1	182
IDX199	Category5	102	21	5	251
IDX200	Category4	172	28	2	611
IDX201	Category2	154	30	6	681
IDX202	Category5	127	14	8	399
IDX203	Category5	191	15	6	959
IDX204	Category2	38	26	3	149
IDX205	Category2	129	34	8	558
IDX206	Category4	65	21	3	576
IDX207	Category2	130	12	8	951
IDX208	Category0	29	10	8	972
IDX209	Category0	74	38	4	530
IDX210	Category3	137	28	8	412
IDX211	Category0	123	24	7	316
IDX212	Category2	166	30	5	963
IDX213	Category1	33	35	7	744
IDX214	Category4	61	38	4	666
IDX215	Category5	158	29	4	706
IDX216	Category5	89	13	8	442
IDX217	Category3	12	11	1	256
IDX218	Category1	142	35	9	393
IDX219	Category5	112	32	7	323
IDX220	Category3	79	28	8	218
IDX221	Category5	100	34	9	923
IDX222	Category2	21	13	6	653
IDX223	Category5	1	32	5	266
IDX224	Category2	96	38	5	777
IDX225	Category5	134	32	9	702
IDX226	Category0	150	13	3	621
IDX227	Category0	39	15	4	906
IDX228	Category2	8	32	1	865
IDX229	Category5	133	14	8	161
IDX230	Category2	193	31	6	823
IDX231	Category0	57	21	7	654
IDX232	Category3	52	11	1	404
IDX233	Category3	59	40	3	318
IDX234	Category4	169	35	6	242
IDX235	Category4	53	22	1	112
IDX236	Category1	104	40	4	804
IDX237	Category1	49	23	1	980
IDX238	Category0	58	13	2	448
IDX239	Category5	39	23	4	835
IDX240	Category0	200	20	7	495
IDX241	Category4	178	36	4	409
IDX242	Category4	3	19	7	306
IDX243	Category4	6	21	9	944
IDX244	Category0	129	29	8	414
IDX245	Category5	77	30	7	456
IDX246	Category3	190	23	4	118
IDX247	Category5	137	34	7	910
IDX248	Category1	186	35	7	808
IDX249	Category0	192	20	7	649
IDX250	Category0	122	27	8	370
IDX251	Category1	144	16	4	790
IDX252	Category5	160	31	8	903
IDX253	Category2	44	10	2	981
IDX254	Category3	192	28	7	542
IDX255	Category4	43	23	5	909
IDX256	Category5	160	14	1	434
IDX257	Category4	56	17	5	519
IDX258	Category2	182	22	2	839
IDX259	Category2	153	31	7	477
IDX260	Category0	87	25	9	790
IDX261	Category2	112	32	9	663
IDX262	Category5	138	15	4	184
IDX263	Category4	2	23	2	525
IDX264	Category2	173	39	8	995
IDX265	Category3	70	16	1	355
IDX266	Category5	87	26	3	281
IDX267	Category1	84	37	9	668
IDX268	Category0	74	40	1	876
IDX269	Category4	127	26	5	677
IDX270	Category1	200	17	3	776
IDX271	Category0	151	26	7	633
IDX272	Category2	19	14	8	806
IDX273	Category5	156	24	9	396
IDX274	Category1	6	17	8	767
IDX275	Category0	3	29	5	372
IDX276	Category2	134	19	7	909
IDX277	Category4	117	20	7	387
IDX278	Category2	160	39	5	582
IDX279	Category5	41	22	9	579
IDX280	Category0	192	39	9	506
IDX281	Category2	26	30	1	314
IDX282	Category4	129	27	6	596
IDX283	Category1	83	21	6	511
IDX284	Category4	65	36	8	431
IDX285	Category1	83	29	8	370
IDX286	Category2	37	20	8	214
IDX287	Category0	192	39	5	969
IDX288	Category5	21	12	4	849
IDX289	Category5	99	29	7	230
IDX290	Category5	87	24	5	672
IDX291	Category3	116	25	3	214
IDX292	Category1	96	30	5	544
IDX293	Category0	15	11	9	246
IDX294	Category2	151	36	1	233
IDX295	Category1	151	19	9	146
IDX296	Category1	139	36	2	276
IDX297	Category4	114	39	8	644
IDX298	Category1	102	14	9	382
IDX299	Category4	25	26	3	678
IDX300	Category3	82	27	4	197
IDX301	Category3	48	18	3	770
IDX302	Category0	168	27	9	428
IDX303	Category1	111	26	6	683
IDX304	Category4	27	21	1	501
IDX305	Category2	183	31	4	823
IDX306	Category2	165	16	1	472
IDX307	Category1	65	17	5	166
IDX308	Category3	88	29	3	440
IDX309	Category2	170	10	5	987
IDX310	Category3	172	28	6	518
IDX311	Category4	47	28	4	714
IDX312	Category0	186	34	6	141
IDX313	Category2	73	10	5	814
IDX314	Category2	90	20	6	306
IDX315	Category3	198	17	5	133
IDX316	Category0	116	11	9	762
IDX317	Category4	167	37	1	589
IDX318	Category2	18	18	8	183
IDX319	Category5	171	16	8	713
IDX320	Category3	17	14	1	253
IDX321	Category4	72	29	4	229
IDX322	Category0	108	31	9	815
IDX323	Category3	59	16	6	423
IDX324	Category2	71	32	7	227
IDX325	Category2	158	36	2	863
IDX326	Category3	53	33	5	388
IDX327	Category5	41	14	3	815
IDX328	Category0	53	12	8	314
IDX329	Category4	69	37	8	267
IDX330	Category2	3	17	5	912
IDX331	Category4	123	27	2	192
IDX332	Category3	46	27	4	315
IDX333	Category2	121	14	4	651
IDX334	Category2	136	14	3	828
IDX335	Category1	52	27	9	976
IDX336	Category5	28	16	6	167
IDX337	Category0	156	12	9	486
IDX338	Category0	149	40	1	671
IDX339	Category0	16	39	2	202
IDX340	Category2	38	36	5	819
IDX341	Category5	88	19	2	647
IDX342	Category5	77	40	4	872
IDX343	Category0	82	18	6	387
IDX344	Category5	192	11	2	968
IDX345	Category1	144	31	4	761
IDX346	Category0	78	34	8	590
IDX347	Category4	13	13	5	878
IDX348	Category4	147	17	2	978
IDX349	Category5	130	36	5	816
IDX350	Category0	127	39	7	570
IDX351	Category5	61	38	4	988
IDX352	Category2	160	10	8	760
IDX353	Category5	149	32	3	511
IDX354	Category4	129	21	1	489
IDX355	Category4	1	30	8	151
IDX356	Category1	123	37	1	313
IDX357	Category2	64	16	9	935
IDX358	Category2	160	32	5	336
IDX359	Category5	164	15	9	892
IDX360	Category2	198	25	2	383
IDX361	Category1	197	12	4	480
IDX362	Category4	143	12	1	778
IDX363	Category3	107	13	1	371
IDX364	Category3	198	35	3	347
IDX365	Category1	70	20	8	694
IDX366	Category1	26	10	5	821
IDX367	Category0	154	37	7	196
IDX368	Category2	141	19	3	227
IDX369	Category1	130	35	9	152
IDX370	Category2	122	25	2	791
IDX371	Category3	113	16	1	991
IDX372	Category4	70	37	3	990
IDX373	Category1	130	18	8	269
IDX374	Category2	118	28	8	502
IDX375	Category0	116	34	2	838
IDX376	Category1	175	26	8	475
IDX377	Category3	140	22	6	603
IDX378	Category5	182	25	9	358
IDX379	Category4	124	10	1	334
IDX380	Category3	108	30	9	740
IDX381	Category2	17	32	8	156
IDX382	Category3	139	28	3	723
IDX383	Category1	131	17	4	439
IDX384	Category2	146	35	9	371
IDX385	Category5	14	33	2	704
IDX386	Category3	104	26	2	400
IDX387	Category4	97	22	3	886
IDX388	Category5	84	10	2	970
IDX389	Category4	10	36	6	940
IDX390	Category4	120	28	4	683
IDX391	Category2	180	18	8	593
IDX392	Category1	25	39	3	944
IDX393	Category5	161	14	4	293
IDX394	Category5	81	35	9	157
IDX395	Category0	154	12	9	317
IDX396	Category3	54	12	2	557
IDX397	Category4	44	16	2	272
IDX398	Category2	144	39	3	879
IDX399	Category0	8	28	9	722
IDX400	Category2	94	23	3	537
IDX401	Category4	194	23	6	160
IDX402	Category2	21	11	7	371
IDX403	Category5	107	39	1	811
IDX404	Category5	86	29	2	229
IDX405	Category2	82	16	4	771
IDX406	Category4	184	22	6	518
IDX407	Category2	125	30	9	530
IDX408	Category1	150	18	3	233
IDX409	Category0	27	12	3	797
IDX410	Category5	168	27	4	684
IDX411	Category5	53	14	7	225
IDX412	Category4	127	28	2	166
IDX413	Category5	177	34	9	663
IDX414	Category1	187	12	8	642
IDX415	Category5	3	36	4	714
IDX416	Category4	9	36	4	531
IDX417	Category5	171	26	4	725
IDX418	Category0	85	40	7	210
IDX419	Category5	161	14	3	140
IDX420	Category2	37	30	3	211
IDX421	Category4	112	10	2	486
IDX422	Category4	92	33	8	365
IDX423	Category0	89	27	6	184
IDX424	Category0	136	27	3	699
IDX425	Category1	90	18	4	874
IDX426	Category0	138	33	5	700
IDX427	Category0	150	25	4	206
IDX428	Category3	9	39	5	472
IDX429	Category1	172	15	9	999
IDX430	Category2	21	19	6	579
IDX431	Category5	117	39	4	109
IDX432	Category5	137	29	4	533
IDX433	Category1	179	18	7	505
IDX434	Category4	61	17	1	375
IDX435	Category1	112	35	1	363
IDX436	Category2	162	20	6	375
IDX437	Category0	119	11	6	221
IDX438	Category5	151	21	7	186
IDX439	Category0	184	17	9	944
IDX440	Category4	51	17	2	763
IDX441	Category2	40	16	4	849
IDX442	Category3	39	14	6	638
IDX443	Category0	57	27	3	649
IDX444	Category2	140	30	9	117
IDX445	Category0	72	10	4	454
IDX446	Category5	94	19	8	363
IDX447	Category1	115	21	7	464
IDX448	Category5	102	13	8	358
IDX449	Category4	13	17	4	887
IDX450	Category2	145	40	1	731
IDX451	Category2	179	22	5	133
IDX452	Category2	186	22	9	994
IDX453	Category4	182	22	3	102
IDX454	Category3	54	12	9	178
IDX455	Category0	140	34	1	789
IDX456	Category3	9	32	4	477
IDX457	Category5	99	17	9	574
IDX458	Category3	171	20	1	533
IDX459	Category3	52	20	1	878
IDX460	Category4	166	12	3	127
IDX461	Category3	57	32	7	288
IDX462	Category2	194	18	7	400
IDX463	Category3	180	15	7	698
IDX464	Category5	177	28	3	946
IDX465	Category4	62	35	9	183
IDX466	Category5	31	19	9	560
IDX467	Category5	168	11	6	589
IDX468	Category2	127	37	4	890
IDX469	Category2	29	20	5	796
IDX470	Category5	83	11	6	354
IDX471	Category1	29	25	1	973
IDX472	Category4	75	24	8	747
IDX473	Category5	181	20	3	553
IDX474	Category3	58	28	2	203
IDX475	Category0	81	19	5	404
IDX476	Category3	32	36	9	400
IDX477	Category4	38	26	9	147
IDX478	Category5	36	32	3	832
IDX479	Category5	40	28	5	239
IDX480	Category5	46	30	8	703
IDX481	Category2	120	10	8	121
IDX482	Category3	60	15	6	825
IDX483	Category4	35	21	4	885
IDX484	Category4	28	12	5	993
IDX485	Category5	168	20	7	186
IDX486	Category5	166	26	4	409
IDX487	Category5	146	11	5	129
IDX488	Category2	166	17	2	421
IDX489	Category4	117	13	4	364
IDX490	Category1	38	34	1	549
IDX491	Category4	198	14	6	426
IDX492	Category5	127	39	1	734
IDX493	Category5	176	14	2	632
IDX494	Category0	54	30	7	400
IDX495	Category5	108	16	3	836
IDX496	Category2	97	30	4	114
IDX497	Category2	20	27	5	153
IDX498	Category3	130	35	2	657
IDX499	Category1	76	10	3	897
IDX500	Category4	83	25	8	267
IDX501	Category5	12	30	6	462
IDX502	Category2	163	13	4	341
IDX503	Category0	49	21	6	343
IDX504	Category3	24	15	4	520
IDX505	Category1	117	29	2	110
IDX506	Category1	57	34	8	289
IDX507	Category5	184	29	5	797
IDX508	Category1	183	23	8	970
IDX509	Category4	40	30	1	159
IDX510	Category4	151	27	9	625
IDX511	Category4	64	37	9	375
IDX512	Category2	75	13	3	127
IDX513	Category0	109	39	9	484
IDX514	Category3	142	38	7	600
IDX515	Category4	117	32	7	870
IDX516	Category3	97	14	3	868
IDX517	Category4	59	22	7	691
IDX518	Category5	91	37	2	769
IDX519	Category0	182	36	6	685
IDX520	Category2	1	33	1	387
IDX521	Category5	11	15	6	469
IDX522	Category2	106	28	5	808
IDX523	Category3	6	24	4	869
IDX524	Category2	157	26	1	643
IDX525	Category5	50	21	2	994
IDX526	Category0	156	36	3	925
IDX527	Category5	18	40	6	704
IDX528	Category0	109	35	9	829
IDX529	Category5	121	12	4	177
IDX530	Category3	20	30	8	240
IDX531	Category4	163	21	6	306
IDX532	Category3	10	34	4	173
IDX533	Category0	50	28	6	828
IDX534	Category5	121	16	4	895
IDX535	Category2	189	20	7	567
IDX536	Category0	133	29	7	468
IDX537	Category1	45	10	3	806
IDX538	Category4	160	30	5	288
IDX539	Category0	138	36	7	500
IDX540	Category1	186	20	1	723
IDX541	Category2	109	28	5	701
IDX542	Category0	67	25	1	154
IDX543	Category3	19	27	2	277
IDX544	Category5	25	18	1	657
IDX545	Category0	194	18	6	527
IDX546	Category2	24	39	2	756
IDX547	Category0	67	14	4	461
IDX548	Category3	36	29	7	674
IDX549	Category2	121	12	5	678
IDX550	Category2	24	12	8	426
IDX551	Category5	98	38	2	950
IDX552	Category2	62	14	4	753
IDX553	Category3	166	14	8	524
IDX554	Category4	107	31	1	572
IDX555	Category1	79	21	5	678
IDX556	Category0	142	15	4	139
IDX557	Category1	129	35	1	345
IDX558	Category2	127	14	5	467
IDX559	Category2	52	38	8	312
IDX560	Category0	185	11	3	323
IDX561	Category4	154	10	4	406
IDX562	Category2	112	29	8	297
IDX563	Category4	99	13	6	890
IDX564	Category5	119	25	5	224
IDX565	Category1	12	18	4	688
IDX566	Category0	160	32	8	638
IDX567	Category3	71	11	8	239
IDX568	Category3	195	40	2	756
IDX569	Category5	152	27	1	566
IDX570	Category3	25	31	5	568
IDX571	Category3	59	19	7	181
IDX572	Category0	97	30	3	762
IDX573	Category5	47	40	2	269
IDX574	Category3	77	29	9	498
IDX575	Category3	9	14	2	928
IDX576	Category5	178	12	6	693
IDX577	Category5	121	30	9	912
IDX578	Category1	132	20	6	419
IDX579	Category0	156	32	7	422
IDX580	Category4	84	27	7	309
IDX581	Category3	113	10	9	746
IDX582	Category1	7	17	4	481
IDX583	Category0	12	18	6	325
IDX584	Category4	31	23	4	251
IDX585	Category0	7	29	3	850
IDX586	Category1	121	14	8	167
IDX587	Category5	79	11	5	527
IDX588	Category0	7	21	9	610
IDX589	Category4	66	29	8	507
IDX590	Category3	176	39	7	316
IDX591	Category3	46	39	3	190
IDX592	Category5	2	19	6	723
IDX593	Category1	193	10	7	319
IDX594	Category5	138	25	7	246
IDX595	Category4	10	36	9	204
IDX596	Category2	26	12	3	458
IDX597	Category2	71	13	2	986
IDX598	Category2	103	14	1	595
IDX599	Category3	25	20	5	709
IDX600	Category0	105	37	6	368
IDX601	Category2	43	21	7	431
IDX602	Category4	31	33	8	948
IDX603	Category0	52	38	3	562
IDX604	Category3	67	16	1	236
IDX605	Category3	132	23	9	250
IDX606	Category4	186	27	6	561
IDX607	Category3	6	37	3	651
IDX608	Category4	22	13	8	109
IDX609	Category5	191	18	5	329
IDX610	Category3	14	14	6	895
IDX611	Category2	11	24	9	287
IDX612	Category3	69	24	7	796
IDX613	Category3	58	34	7	601
IDX614	Category3	117	38	6	171
IDX615	Category5	132	23	9	638
IDX616	Category5	148	39	7	307
IDX617	Category4	37	22	6	712
IDX618	Category3	167	15	7	194
IDX619	Category2	10	17	1	992
IDX620	Category4	26	40	5	691
IDX621	Category4	92	10	6	867
IDX622	Category2	34	28	7	681
IDX623	Category5	64	40	3	324
IDX624	Category3	75	12	5	390
IDX625	Category5	106	12	3	226
IDX626	Category4	1	39	2	646
IDX627	Category1	93	32	4	609
IDX628	Category1	89	32	2	769
IDX629	Category2	31	13	8	997
IDX630	Category3	154	31	6	258
IDX631	Category1	130	15	1	498
IDX632	Category1	28	14	2	693
IDX633	Category0	182	26	4	388
IDX634	Category3	176	13	1	364
IDX635	Category1	129	15	2	784
IDX636	Category2	195	40	2	300
IDX637	Category2	75	13	1	283
IDX638	Category1	46	21	2	641
IDX639	Category1	29	25	6	378
IDX640	Category5	128	18	1	633
IDX641	Category4	45	28	5	186
IDX642	Category4	25	24	1	474
IDX643	Category3	179	34	3	593
IDX644	Category2	85	38	4	536
IDX645	Category5	124	16	2	132
IDX646	Category4	176	14	9	525
IDX647	Category2	175	26	1	512
IDX648	Category1	69	34	8	560
IDX649	Category3	43	34	5	189
IDX650	Category4	15	31	8	591
IDX651	Category5	188	12	2	431
IDX652	Category2	55	13	9	638
IDX653	Category2	100	34	6	615
IDX654	Category3	142	19	4	213
IDX655	Category1	166	12	6	716
IDX656	Category2	179	23	9	300
IDX657	Category0	87	10	4	725
IDX658	Category2	136	19	2	331
IDX659	Category2	133	10	6	502
IDX660	Category2	159	35	6	172
IDX661	Category4	77	29	8	555
IDX662	Category1	152	11	7	391
IDX663	Category1	113	30	8	339
IDX664	Category4	188	26	2	731
IDX665	Category5	110	23	2	952
IDX666	Category5	53	24	3	291
IDX667	Category3	195	36	4	503
IDX668	Category0	188	18	1	516
IDX669	Category3	31	32	7	167
IDX670	Category0	70	38	3	712
IDX671	Category5	112	13	4	740
IDX672	Category3	151	11	4	797
IDX673	Category3	97	39	4	413
IDX674	Category4	158	24	1	109
IDX675	Category2	121	23	3	592
IDX676	Category3	147	19	5	121
IDX677	Category3	25	35	5	407
IDX678	Category2	136	20	1	910
IDX679	Category2	94	12	5	848
IDX680	Category0	73	39	5	428
IDX681	Category3	173	12	9	868
IDX682	Category3	100	30	9	561
IDX683	Category3	163	12	8	892
IDX684	Category1	70	40	1	971
IDX685	Category0	1	34	6	429
IDX686	Category0	71	17	2	334
IDX687	Category5	144	26	7	463
IDX688	Category3	135	24	1	270
IDX689	Category3	87	31	2	616
IDX690	Category4	13	40	1	642
IDX691	Category0	132	30	1	163
IDX692	Category0	52	35	9	821
IDX693	Category3	55	19	1	587
IDX694	Category5	184	39	1	969
IDX695	Category3	22	15	2	594
IDX696	Category0	6	11	8	295
IDX697	Category1	28	27	5	563
IDX698	Category1	185	23	4	525
IDX699	Category0	162	21	2	780
IDX700	Category3	86	28	4	824
IDX701	Category1	161	28	9	850
IDX702	Category4	186	39	7	216
IDX703	Category5	159	17	4	872
IDX704	Category0	2	20	4	884
IDX705	Category2	185	20	3	616
IDX706	Category5	170	38	3	806
IDX707	Category0	18	34	1	444
IDX708	Category4	73	34	5	569
IDX709	Category1	8	10	6	542
IDX710	Category3	1	33	8	657
IDX711	Category2	27	11	8	606
IDX712	Category4	3	25	8	553
IDX713	Category2	186	35	4	788
IDX714	Category0	148	26	7	887
IDX715	Category4	173	27	8	509
IDX716	Category2	15	10	8	643
IDX717	Category5	77	19	3	145
IDX718	Category3	110	29	4	920
IDX719	Category4	41	33	8	233
IDX720	Category4	16	35	3	202
IDX721	Category1	89	31	3	463
IDX722	Category5	101	16	4	540
IDX723	Category3	51	14	4	100
IDX724	Category5	11	35	5	473
IDX725	Category1	73	15	4	177
IDX726	Category3	164	10	7	995
IDX727	Category5	81	12	7	908
IDX728	Category2	36	34	3	265
IDX729	Category3	189	37	6	126
IDX730	Category5	58	14	7	786
IDX731	Category0	127	34	4	670
IDX732	Category2	15	24	6	486
IDX733	Category1	69	26	4	119
IDX734	Category2	126	12	4	812
IDX735	Category3	198	13	4	563
IDX736	Category2	40	37	3	542
IDX737	Category4	87	20	8	772
IDX738	Category2	60	20	6	963
IDX739	Category1	200	30	7	783
IDX740	Category0	75	27	5	426
IDX741	Category3	92	40	9	651
IDX742	Category4	181	18	1	655
IDX743	Category1	157	18	2	625
IDX744	Category4	141	16	5	472
IDX745	Category2	31	29	5	322
IDX746	Category4	123	32	5	938
IDX747	Category3	148	23	6	545
IDX748	Category5	36	21	2	236
IDX749	Category1	121	20	5	186
IDX750	Category1	91	37	9	459
IDX751	Category1	97	13	1	288
IDX752	Category3	106	15	1	318
IDX753	Category0	32	12	5	529
IDX754	Category2	164	17	8	984
IDX755	Category5	63	26	2	597
IDX756	Category4	36	21	7	645
IDX757	Category0	34	29	8	868
IDX758	Category0	38	30	4	925
IDX759	Category5	40	14	4	589
IDX760	Category3	103	16	3	678
IDX761	Category2	86	18	9	280
IDX762	Category5	53	22	5	827
IDX763	Category5	107	36	3	852
IDX764	Category0	77	14	7	313
IDX765	Category1	83	40	7	841
IDX766	Category4	94	16	3	252
IDX767	Category1	199	27	4	588
IDX768	Category3	185	29	5	582
IDX769	Category0	16	14	9	985
IDX770	Category2	27	23	9	165
IDX771	Category4	29	25	5	594
IDX772	Category4	148	28	2	462
IDX773	Category1	109	38	1	223
IDX774	Category4	72	19	1	650
IDX775	Category4	31	12	9	227
IDX776	Category0	22	20	4	542
IDX777	Category4	18	21	2	447
IDX778	Category2	157	29	4	284
IDX779	Category5	167	19	8	425
IDX780	Category5	164	35	9	477
IDX781	Category0	155	24	9	571
IDX782	Category5	46	16	9	678
IDX783	Category0	150	11	9	894
IDX784	Category3	21	32	5	668
IDX785	Category5	170	40	3	241
IDX786	Category3	122	25	2	677
IDX787	Category0	142	29	6	670
IDX788	Category1	17	22	4	504
IDX789	Category1	196	36	7	853
IDX790	Category5	130	10	9	232
IDX791	Category0	183	30	2	396
IDX792	Category4	93	14	7	484
IDX793	Category3	49	16	4	357
IDX794	Category5	77	33	2	549
IDX795	Category5	93	30	4	851
IDX796	Category5	84	36	5	498
IDX797	Category2	35	15	5	875
IDX798	Category1	116	38	1	815
IDX799	Category4	68	18	4	544
IDX800	Category0	164	27	4	241
IDX801	Category0	194	37	5	234
IDX802	Category5	33	40	2	331
IDX803	Category2	116	21	4	685
IDX804	Category5	128	24	9	570
IDX805	Category1	179	32	1	418
IDX806	Category5	17	15	4	645
IDX807	Category5	62	24	2	618
IDX808	Category1	59	40	7	116
IDX809	Category1	21	28	2	656
IDX810	Category2	24	25	7	376
IDX811	Category1	193	13	6	987
IDX812	Category2	122	22	9	624
IDX813	Category0	165	36	1	118
IDX814	Category4	97	33	9	754
IDX815	Category3	173	12	8	780
IDX816	Category5	154	25	4	617
IDX817	Category0	171	25	4	999
IDX818	Category4	143	33	6	289
IDX819	Category0	75	29	7	173
IDX820	Category0	87	18	2	566
IDX821	Category1	56	22	2	711
IDX822	Category3	44	28	7	835
IDX823	Category2	67	18	9	171
